Date,Species,"Size ("")",Sex,Price ,Currency,Country of origin,Shop,Comment
2018-07-28,Brachypelma smithi,0.5,N/A,65,$,Mexico,Tarantula Canada,Formerly B. annitha
2018-10-29,Brachypelma smithi,0.5,N/A,65,$,Mexico,Tarantula Canada,Formerly B. annitha
2018-11-29,Brachypelma smithi,0.5,N/A,65,$,Mexico,Tarantula Canada,Formerly B. annitha
2019-01-30,Brachypelma smithi,0.5,N/A,65,$,Mexico,Tarantula Canada,Formerly B. annitha
2018-12-30,Brachypelma smithi,0.5,N/A,65,$,Mexico,Tarantula Canada,Formerly B. annitha
2013-06-07,Brachypelma albiceps,1.5,Female,75,$,N/A,Tarantula Canada,
2013-08-13,Brachypelma albiceps,1.5,Female,75,$,N/A,Tarantula Canada,
2013-09-14,Brachypelma albiceps,1.5,Female,75,$,N/A,Tarantula Canada,
2013-07-17,Brachypelma albiceps,1.5,Female,75,$,N/A,Tarantula Canada,
2014-02-20,Brachypelma albiceps,1.5,Female,75,$,N/A,Tarantula Canada,
2013-10-22,Brachypelma albiceps,1.5,Female,75,$,N/A,Tarantula Canada,
2019-08-03,Brachypelma albopilosum,3,N/A,75,$,N/A,Tarantula Canada,
2019-09-04,Brachypelma albopilosum,3,N/A,75,$,N/A,Tarantula Canada,
2018-04-25,Brachypelma baumgarteni,1,N/A,75,$,N/A,Tarantula Canada,
2018-05-25,Brachypelma baumgarteni,1,N/A,75,$,N/A,Tarantula Canada,
2018-06-25,Brachypelma baumgarteni,1,N/A,75,$,N/A,Tarantula Canada,
2018-07-26,Brachypelma baumgarteni,1,N/A,75,$,N/A,Tarantula Canada,
2018-04-27,Brachypelma baumgarteni,1,N/A,75,$,N/A,Tarantula Canada,
2018-05-28,Brachypelma baumgarteni,1,N/A,75,$,N/A,Tarantula Canada,
2018-06-28,Brachypelma baumgarteni,1,N/A,75,$,N/A,Tarantula Canada,
2018-07-28,Brachypelma baumgarteni,1,N/A,75,$,N/A,Tarantula Canada,
2021-10-18,Brachypelma emilia,1.5,Male,75,$,Mexico,Tarantula Canada,
2021-10-23,Brachypelma emilia,1.5,Male,75,$,Mexico,Tarantula Canada,
2021-09-27,Brachypelma emilia,1.5,Male,75,$,Mexico,Tarantula Canada,
2021-10-23,Brachypelma klaasi,1.5,Male,75,$,Mexico,Tarantula Canada,
2021-09-27,Brachypelma klaasi,1.5,Male,75,$,Mexico,Tarantula Canada,
2021-10-23,Brachypelma auratum,1.5,Male,85,$,Mexico,Tarantula Canada,
2021-09-27,Brachypelma auratum,1.5,Male,85,$,Mexico,Tarantula Canada,
2018-01-20,Brachypelma boehmi,2.2,Female,100,zl,N/A,SpidersWorld,
2018-12-18,Tapinauchenius rasti,1,N/A,100,zl,N/A,SpidersWorld,
2017-11-16,Tapinauchenius rasti,1,N/A,100,zl,N/A,SpidersWorld,
2017-10-17,Tapinauchenius rasti,1,N/A,100,zl,N/A,SpidersWorld,
2017-09-18,Tapinauchenius rasti,1,N/A,100,zl,N/A,SpidersWorld,
2018-03-20,Brachypelma hamorii,2.5,female,110,zl,N/A,SpidersWorld,
2018-01-20,Brachypelma hamorii,2.6,Female,110,zl,N/A,SpidersWorld,
2017-12-18,Brachypelma hamorii,2.6,Female,110,zl,N/A,SpidersWorld,
2017-11-16,Brachypelma hamorii,2.6,Female,110,zl,N/A,SpidersWorld,
2017-10-17,Brachypelma hamorii,3,Female,120,zl,N/A,SpidersWorld,
2017-09-18,Brachypelma hamorii,2.55,Female,120,zl,N/A,SpidersWorld,
2018-03-20,Tapinauchenius rasti,1.6,N/A,125,zl,N/A,SpidersWorld,
2018-01-20,Tapinauchenius rasti,1.6,N/A,125,zl,N/A,SpidersWorld,
2018-03-20,Tapinauchenius violaceus,0.4,N/A,13,zl,N/A,SpidersWorld,
2017-09-18,Tapinauchenius violaceus,2.55,Female,150,zl,N/A,SpidersWorld,
2017-10-17,Tapinauchenius violaceus,0.4,N/A,15,zl,N/A,SpidersWorld,
2017-09-18,Tapinauchenius violaceus,0.4,N/A,15,zl,N/A,SpidersWorld,
2022-02-28,Brachypelma boehmei,2.2,Female,200,zl,N/A,SpidersWorld,
2018-01-20,Tapinauchenius violaceus,0.4,N/A,20,zl,N/A,SpidersWorld,
2017-12-18,Tapinauchenius violaceus,0.8,N/A,20,zl,N/A,SpidersWorld,
2017-11-16,Tapinauchenius violaceus,0.8,N/A,20,zl,N/A,SpidersWorld,
2018-03-20,Brachypelma boehmei,0.4,N/A,25,zl,N/A,SpidersWorld,
2018-01-20,Brachypelma boehmei,0.4,N/A,25,zl,N/A,SpidersWorld,
2017-12-18,Brachypelma boehmei,0.4,N/A,25,zl,N/A,SpidersWorld,
2017-11-16,Brachypelma boehmei,0.4,N/A,25,zl,N/A,SpidersWorld,
2017-10-17,Brachypelma boehmei,0.4,N/A,25,zl,N/A,SpidersWorld,
2017-09-18,Brachypelma boehmei,0.4,N/A,25,zl,N/A,SpidersWorld,
2017-11-16,Brachypelma hamorii,0.4,N/A,25,zl,N/A,SpidersWorld,
2017-10-17,Brachypelma hamorii,0.6,N/A,25,zl,N/A,SpidersWorld,
2017-09-18,Brachypelma hamorii,0.6,N/A,25,zl,N/A,SpidersWorld,
2018-01-20,Brachypelma albiceps,0.4,N/A,30,zl,N/A,SpidersWorld,
2017-12-18,Brachypelma albiceps,0.4,N/A,30,zl,N/A,SpidersWorld,
2017-11-16,Brachypelma albiceps,0.4,N/A,30,zl,N/A,SpidersWorld,
2017-10-17,Brachypelma albiceps,0.4,N/A,30,zl,N/A,SpidersWorld,
2017-09-18,Brachypelma albiceps,0.4,N/A,30,zl,N/A,SpidersWorld,
2018-01-20,Brachypelma emilia,0.4,N/A,30,zl,N/A,SpidersWorld,
2017-12-18,Brachypelma emilia,0.4,N/A,30,zl,N/A,SpidersWorld,
2017-11-16,Brachypelma emilia,0.4,N/A,30,zl,N/A,SpidersWorld,
2017-09-18,Brachypelma emilia,0.4,N/A,30,zl,N/A,SpidersWorld,
2018-03-20,Brachypelma albiceps,0.6,N/A,35,zl,N/A,SpidersWorld,
2018-03-20,Brachypelma emilia,0.4,N/A,35,zl,N/A,SpidersWorld,
2017-10-17,Brachypelma emilia,0.6,N/A,40,zl,N/A,SpidersWorld,
2022-02-28,Tapinauchenius rasti,0.6,N/A,90,zl,N/A,SpidersWorld,
